recipient_id,amount,merchant_category,device_id,location,time_since_last_txn,iso_score,iso_anomaly,svm_score,svm_anomaly
947,4929.48,0,2396,3,352.0,0.03217509518696826,0,20.874073405192604,0
5821,4795.12,0,9034,5,254.0,0.029729926583204613,0,9.141299980068666,0
2983,2909.26,2,9268,5,381.0,0.04336197131142072,0,34.13247443822806,0
1150,604.97,3,7862,5,118.0,0.061604427794309136,0,16.109524313165167,0
5268,916.86,4,5843,1,300.0,0.09129506579284458,0,75.50692297286673,0
5525,4719.66,0,9196,5,143.0,0.006260150997398295,0,3.879218377031634,0
1735,3001.63,0,5992,5,381.0,0.0470312892483965,0,24.75991274312554,0
4477,426.0,3,2483,3,134.0,0.11078225298961192,0,63.005388532524165,0
1269,640.1,3,3210,5,278.0,0.07811402070218537,0,34.62743049325999,0
7356,835.79,0,6482,3,438.0,0.072719313021963,0,40.028225667594455,0
7996,1370.74,2,5673,5,68.0,0.05270936541799032,0,28.50410004322171,0
1173,876.44,1,3530,0,178.0,0.06755444923950077,0,23.19819970507288,0
4576,7552.96,5,5460,1,411.0,-0.006441262728186792,1,41.73224214705499,0
148,652.53,3,1371,3,112.0,0.06069997122715154,0,19.07204399148671,0
3900,452.4,3,2137,3,193.0,0.1113720417335004,0,66.17884332756265,0
7347,466.74,1,8479,4,69.0,0.054250778552707435,0,20.350943875359576,0
1456,947.8,3,7747,1,211.0,0.0818179177108887,0,47.593382278592856,0
211,400.78,0,4319,3,100.0,0.04576784485941887,0,8.48241146407824,0
1628,2495.73,5,375,1,476.0,-0.0001643016222021565,1,13.01946582635074,0
5138,6070.98,4,9334,1,241.0,0.01927494900695681,0,42.811334005141674,0
6335,735.47,5,3571,3,314.0,0.08161375971670015,0,65.15321037539277,0
6424,2383.39,2,1800,0,541.0,0.04413275841935849,0,27.323352285087708,0
4825,825.76,3,9312,4,293.0,0.09027212739414342,0,51.29374882956648,0
7150,677.03,3,3866,4,345.0,0.11551664531089084,0,68.01984874102806,0
7744,2645.15,0,3538,5,327.0,0.05057792947131967,0,28.148656092126487,0
8633,964.41,3,2825,3,413.0,0.08903894848624266,0,55.25554526039238,0
5124,539.15,1,9820,5,254.0,0.046143332511267454,0,16.27565972509376,0
629,2155.48,2,2680,0,261.0,0.03609795065122978,0,32.35352936306623,0
1619,535.87,0,4408,3,187.0,0.07854867602315596,0,34.7565170582522,0
6867,520.45,1,18,3,362.0,0.08026879963729189,0,30.31248910460417,0
4030,368.58,1,3361,4,368.0,0.10558287519876403,0,56.77756058260954,0
4104,4201.88,0,4073,3,389.0,0.07569557305476332,0,55.275429169180626,0
4206,2322.37,0,7499,1,233.0,0.05517330187500735,0,47.197435991432855,0
1539,497.3,1,2903,5,300.0,0.07443070307232047,0,25.832153679415455,0
6753,414.5,1,2174,1,546.0,0.06317345236244676,0,25.608575039989375,0
6687,1175.89,1,6354,4,259.0,0.10879282238720867,0,63.68418800768518,0
3170,637.57,1,261,4,65.0,0.06386301102548791,0,11.187839940543824,0
4580,8674.19,5,4607,0,590.0,-0.04753288593977678,1,-13.794396263571784,1
8096,2875.55,0,2461,0,384.0,0.022031470853701718,0,17.30808326673619,0
101,7163.98,4,9576,5,496.0,-0.0588584192174767,1,-26.968052134319663,1
4086,1734.04,6,4617,1,325.0,0.047305899770664905,0,50.980332223461744,0
8245,2551.62,6,7581,3,304.0,0.048638378914632185,0,35.439106019209845,0
1255,324.7,2,7454,3,142.0,0.0767819791409245,0,40.803254114726286,0
6729,269.7,3,7698,1,477.0,0.08090567766675,0,43.70771109079831,0
7146,1451.18,2,2379,0,80.0,0.05436826964661312,0,27.682838054949258,0
3081,7773.15,5,3875,4,365.0,0.01072342118006353,0,35.29546566095868,0
7967,2589.65,6,4723,4,285.0,0.05273440163608045,0,40.006420814959114,0
5704,1510.09,0,5894,4,474.0,0.08115503351647185,0,42.5920410556667,0
6842,1276.71,1,7567,1,463.0,0.07506618983697166,0,45.72468852041672,0
3811,1028.2,1,6058,0,532.0,0.052763836823016,0,30.059750378215995,0
8724,297.15,3,3932,3,448.0,0.08424823352065564,0,48.10695540278769,0
5780,2858.49,2,285,4,79.0,0.03853941652773407,0,31.806367360190137,0
2520,172.92,1,4667,3,101.0,0.10084714860387922,0,44.11323205637245,0
1489,2858.91,6,3328,1,304.0,0.0165863844789238,0,35.00347265280607,0
4718,685.99,3,200,5,322.0,0.055808566756136324,0,26.37451492352406,0
6281,669.81,6,6555,5,227.0,0.04938193675478442,0,18.353634455466192,0
767,1132.36,4,1549,0,444.0,0.03327116060904545,0,10.481703873685902,0
4197,3632.07,0,2224,0,308.0,0.019303463281573285,0,28.763742527013363,0
9214,783.86,3,9631,5,102.0,0.0148418308545466,0,-5.110155217799033,1
2963,1342.3,2,3163,3,72.0,0.09155126026354016,0,59.141631806687315,0
8156,2502.53,6,8312,0,530.0,-0.005287740179192424,1,-6.2326863051914785,1
3428,709.68,1,7999,5,555.0,0.05688165976591497,0,12.256975346455974,0
6272,4163.53,0,6505,5,148.0,0.03833774152944125,0,23.983341851850753,0
199,1407.33,2,6381,4,404.0,0.055343315395592896,0,40.92114743037797,0
943,858.41,3,6545,1,324.0,0.07838065875068295,0,51.393267234405585,0
8627,2652.93,2,8539,3,255.0,0.056861922303941936,0,53.476651820212595,0
2954,734.07,3,5729,4,547.0,0.08611721248427073,0,46.57833464687815,0
1160,787.15,1,4936,0,309.0,0.06262232067504003,0,29.914970438372166,0
3830,1786.51,2,7068,4,398.0,0.09585245614453647,0,74.46758381478818,0
180,2377.98,0,4945,3,257.0,0.052883992766941446,0,32.483305645380284,0
8493,2254.36,2,2983,1,343.0,0.0644402011414108,0,58.34022653422835,0
5785,1467.25,1,4781,5,258.0,0.09815382994639066,0,54.00567894640247,0
6400,1146.56,2,3100,3,340.0,0.1018700468614882,0,81.95172857049556,0
8715,101.8,3,9506,3,562.0,0.02818708185356178,0,3.154509843389249,0
7067,61.65,3,5950,3,248.0,0.10893443871147035,0,69.00039982993778,0
3380,2244.08,4,147,4,563.0,0.021963245689663236,0,16.858621079492565,0
475,647.97,3,9436,0,371.0,0.019587204232140998,0,4.781336098348902,0
8836,285.78,3,4852,5,291.0,0.06632870667476681,0,31.603903025414155,0
4918,1265.06,6,4841,4,499.0,0.05868280645565105,0,32.96891871677522,0
1032,1900.98,2,6909,5,272.0,0.05571164580167276,0,39.19671455402616,0
2107,470.5,1,9945,0,136.0,0.018885317511988853,0,-3.642731470043657,1
3934,438.09,3,2303,5,355.0,0.08952098718123397,0,44.07752015295864,0
1697,1084.18,1,4337,4,330.0,0.09444768278818327,0,54.18944236950557,0
1815,1950.16,6,6638,1,212.0,0.03201426056514922,0,32.829406439249965,0
2151,8353.0,5,25,0,355.0,-0.05402804388836735,1,-21.642259524205443,1
7849,2449.75,0,2348,3,572.0,0.03911999804244315,0,18.47407128021544,0
873,2301.24,0,7908,5,390.0,0.03967205039083066,0,8.29388309486616,0
6402,136.21,1,9097,1,81.0,0.0335076336911867,0,16.10611036900059,0
4985,5476.57,4,7506,3,239.0,0.05511139623201877,0,78.19952863052862,0
7072,3327.25,0,9417,3,563.0,0.01994117254439909,0,5.3809841724308285,0
9205,3919.08,4,8917,4,224.0,0.020811702141649735,0,28.489242185817147,0
5409,2111.65,2,9616,3,97.0,0.0485390743472347,0,46.279116952512084,0
5006,1709.68,0,4475,3,586.0,0.07044550109377679,0,33.366653450577815,0
6563,203.22,6,956,5,590.0,-0.014871745478418186,1,-22.33058543267704,1
493,3830.93,0,8590,4,194.0,0.025535482629861272,0,7.8274243293627705,0
2607,4662.1,5,9446,4,305.0,0.024500770311031816,0,33.30684433483205,0
1875,535.05,1,1193,0,176.0,0.05651712712548307,0,12.303199948698534,0
610,763.84,0,4167,1,581.0,0.01154396171753369,0,0.00020693242721847582,0
3292,681.69,1,6287,4,208.0,0.1098951092079154,0,57.30879861816811,0
5703,4624.97,0,2913,5,131.0,0.035177242644807705,0,17.12176546678836,0
3605,2391.02,2,8027,4,333.0,0.09033804143185481,0,71.65621666567236,0
5657,991.95,6,974,3,561.0,0.023695034671143422,0,6.070751544346322,0
3828,4742.2,5,5044,4,446.0,0.047889854031016976,0,60.73158630248503,0
9346,1744.53,0,4619,1,452.0,0.05309831682734267,0,19.884585628493994,0
4850,786.77,3,1390,0,450.0,0.062036525464933434,0,32.79783949486699,0
5118,3385.71,0,2697,1,574.0,0.0308999256838276,0,21.516920873230504,0
5146,2856.36,4,4956,0,598.0,0.014670758131169692,0,31.035268946089218,0
7458,645.8,5,7670,1,218.0,0.046874662489018726,0,36.27523255962234,0
8435,792.45,3,5762,3,142.0,0.09173459249425331,0,56.05731669541686,0
9212,8597.24,5,4776,5,559.0,-0.05866690851167411,1,-27.20534578062798,1
6722,841.04,5,9645,0,354.0,0.009971555994895631,0,10.719731293804784,0
1841,6050.1,4,8758,4,162.0,0.023149251681637617,0,31.642828948101794,0
3455,3531.21,0,4136,0,360.0,0.03126147572585236,0,34.931567599419935,0
2452,2267.3,0,4017,1,244.0,0.06722154700224114,0,47.72962464797894,0
5619,125.02,3,7627,4,206.0,0.10006246966511573,0,56.47023729320139,0
5699,656.01,3,9207,4,536.0,0.06879456417297258,0,27.823105003185958,0
8445,6937.3,5,8739,1,366.0,-0.017344038221748903,1,11.578604118029972,0
7552,694.03,1,470,3,453.0,0.06773331389075016,0,27.614367632098975,0
1712,1513.21,5,5356,4,362.0,0.060491824640846736,0,51.81706647658223,0
4501,838.54,3,3867,4,110.0,0.1120687594960394,0,62.91877023718601,0
9050,7579.14,5,4640,3,420.0,-0.009908534109053901,1,19.73488280098465,0
170,230.63,3,4471,3,200.0,0.07908458323386985,0,40.18868552972316,0
1448,1364.77,1,9994,0,433.0,0.012743347517758186,0,1.92601668012189,0
3284,226.19,1,5795,3,265.0,0.10310508883729441,0,64.71522744284039,0
1382,562.44,3,6900,3,228.0,0.09494775051608917,0,58.644373604899414,0
7961,2491.6,2,2234,4,406.0,0.07396031446007933,0,56.69430214682899,0
9579,1511.33,6,6494,0,466.0,0.0014131325971894482,0,-7.791374983467762,1
5455,6495.32,4,1339,3,330.0,0.020823893070827992,0,52.24268312532621,0
5313,2382.97,0,1349,3,440.0,0.06274447929624677,0,40.733687272063435,0
9262,272.13,3,4885,0,395.0,0.0577082122491227,0,21.69489987516164,0
3337,2602.99,5,2302,0,369.0,0.02794209825803251,0,40.00345421938516,0
2613,263.35,1,1274,0,564.0,0.020741077242904415,0,-2.016856685884278,1
7199,273.06,3,3846,5,489.0,0.06616176239867266,0,32.61648358174938,0
3593,1117.24,1,5657,4,477.0,0.10331924221971678,0,55.780727813292515,0
8117,3157.53,5,1203,3,301.0,0.050828838799237275,0,44.01510093695319,0
1365,1443.87,5,1012,3,427.0,0.029950791225855977,0,27.421065718297598,0
4649,312.09,3,7447,0,153.0,0.06844517631430419,0,37.42425047286585,0
175,998.39,1,6188,5,401.0,0.04739339507961193,0,16.184733407344623,0
1656,169.63,3,4501,5,272.0,0.07285362920232069,0,36.91427336551618,0
4006,1238.27,1,9784,1,62.0,0.039019395158495285,0,16.30533988125069,0
1819,2953.68,2,8501,1,172.0,0.055411655739143195,0,47.69510628489749,0
6674,136.09,1,9715,0,391.0,0.02272176278849869,0,7.0249647284154975,0
948,302.1,3,5685,1,125.0,0.08134366218085048,0,35.54919442181037,0
2297,3934.48,0,2366,5,286.0,0.03659439667012432,0,19.847790606055582,0
5141,911.97,5,9883,5,91.0,0.007912597078816419,0,0.4387528836851686,0
9580,505.03,3,1344,4,514.0,0.04514452845374162,0,9.413515511136822,0
6336,126.75,3,2677,5,392.0,0.07512904497028144,0,39.619084580572206,0
1839,3067.48,0,4823,3,161.0,0.06721313677403679,0,45.5053290673971,0
3257,520.36,6,2259,5,522.0,0.018040329386790788,0,-2.6237065313836467,1
8679,4431.23,5,639,4,380.0,-0.004759767496826828,1,18.717879253036926,0
1206,3392.52,0,9110,3,545.0,0.022321748233029792,0,3.568291011397733,0
2530,840.18,3,1294,0,441.0,0.05697920607656626,0,25.716850960106598,0
2338,1757.84,6,6090,5,185.0,0.03789272450940273,0,19.606037195307607,0
9412,4393.32,0,6549,4,354.0,0.01726054992718218,0,15.954148469978122,0
6759,592.3,1,4577,5,553.0,0.06533158067511885,0,21.0947094800662,0
8429,152.81,3,6685,5,291.0,0.059016384997991334,0,30.72786497145009,0
4448,2566.43,6,975,5,86.0,-0.0002406157302868861,1,1.3640946463284251,0
8608,1020.96,1,5610,3,376.0,0.09203297580399922,0,54.07414321043444,0
5626,3834.72,5,9405,1,470.0,0.004574456288859663,0,33.632846774328925,0
7568,753.92,3,5826,0,445.0,0.07273887869349771,0,39.48326147508811,0
5433,1836.3,0,8473,3,146.0,0.04856482677478213,0,39.47981741362912,0
3868,1978.01,5,5655,5,513.0,0.0443345658840959,0,33.60033161761845,0
4941,779.93,1,3125,4,584.0,0.07960382849398173,0,31.60263845085052,0
3727,458.42,3,737,3,599.0,0.046335051495376534,0,18.395880437644195,0
670,163.58,1,4240,4,269.0,0.07275281279701157,0,32.11495788814153,0
4573,712.58,2,7801,1,182.0,0.09343626968488561,0,58.67705819421184,0
975,759.66,3,6786,1,295.0,0.07589600481213693,0,49.688789368019826,0
5078,4200.1,0,4474,3,103.0,0.063022938648502,0,46.61106407946491,0
5905,2406.82,0,1149,0,474.0,0.024344411437334013,0,12.256165354905676,0
8702,684.77,1,6027,0,235.0,0.05879800084554576,0,24.064878529129942,0
326,1930.75,6,1396,3,309.0,0.006977813487483497,0,12.865156974234722,0
1105,2122.16,0,1786,0,407.0,0.0088501263407883,0,6.8040338253091335,0
4742,790.16,3,8343,0,582.0,0.037318809915317885,0,16.393343045775453,0
2320,787.42,3,817,3,211.0,0.0792853324666366,0,47.92957658251811,0
6612,189.12,3,1187,1,137.0,0.07272565447440893,0,34.793802059685504,0
8218,784.21,3,4644,4,519.0,0.0803415600733432,0,42.485233522025226,0
3038,1334.87,1,5283,5,383.0,0.0909675529597872,0,47.44202303276515,0
6949,114.87,3,7820,4,117.0,0.08020955005952046,0,39.58608467886077,0
2476,556.12,0,1962,4,353.0,0.07665060004933527,0,27.57177458359689,0
3728,871.04,3,1769,0,533.0,0.05752901622593054,0,23.360312885789398,0
2464,1435.92,1,5681,0,252.0,0.06798008626329677,0,44.99406750202982,0
6119,1479.32,2,4743,1,411.0,0.0908477963636588,0,76.92369588501339,0
9449,949.33,4,5140,1,509.0,0.0515898933670762,0,24.518920912966195,0
5503,3127.07,0,8326,3,478.0,0.057260219684605596,0,36.78707136139607,0
2469,2100.91,6,5858,0,127.0,0.01695182416556662,0,16.951620870924813,0
7591,1718.09,2,1537,4,213.0,0.07499844683093337,0,51.232211363184916,0
7599,1789.94,2,5113,1,461.0,0.08140199902809037,0,62.49827743726078,0
823,723.39,3,5284,0,396.0,0.05290826170201246,0,31.74731207012465,0
4029,2076.33,6,3425,5,580.0,0.003010073391859436,0,4.666340649827561,0
5671,1940.47,0,3910,1,557.0,0.052572605193107025,0,30.8481327554359,0
9608,999.98,3,1439,1,163.0,0.04120961779599097,0,19.224763038794606,0
1870,2790.9,0,3133,5,194.0,0.04649429767548541,0,21.3060054391959,0
3716,315.95,1,7404,1,229.0,0.08331342422133986,0,49.39981950603217,0
7390,161.17,1,1834,3,514.0,0.08307439765213243,0,29.642722686593657,0
3403,1153.35,1,1570,4,540.0,0.08191739252036717,0,29.183020201498806,0
5314,2343.15,5,7401,5,348.0,0.057478227737923326,0,45.408234035541,0
5690,1608.14,6,1838,4,201.0,0.056486776593879684,0,32.35970888082383,0
6906,995.71,5,2402,4,165.0,0.06415576097263492,0,40.82806534391142,0
9089,822.27,1,5381,0,339.0,0.05681841228793871,0,23.321439649838027,0
1868,2664.09,0,5733,4,521.0,0.060430687119476634,0,27.390622754732874,0
9247,9339.48,5,5315,4,301.0,-0.032081973932886365,1,2.053286499403839e-05,0
5270,591.71,0,536,1,403.0,0.043815857065824027,0,19.08614607586148,0
4217,585.28,6,8532,3,202.0,0.047360075857613704,0,28.45583750880445,0
5158,1513.51,6,5193,5,322.0,0.050981182149656634,0,33.00783931316931,0
6890,192.04,3,3536,5,355.0,0.08802226796312163,0,44.03208004328238,0
7266,165.76,3,3908,1,528.0,0.08360560078358065,0,39.30141819339187,0
6551,844.85,3,8398,4,587.0,0.060005361111994115,0,24.941020968989164,0
5051,1105.96,1,7009,3,306.0,0.10332684646811358,0,74.75657162756403,0
8355,362.24,1,197,0,598.0,-0.005289310587430207,1,-20.53291381581748,1
7987,3974.78,0,1153,5,541.0,-0.011079479832043937,1,-9.542756358557298,1
9001,417.54,3,7976,3,129.0,0.05620966254143822,0,32.04443421434206,0
3447,2225.53,2,6349,0,400.0,0.05822219905653925,0,59.66208445735458,0
5029,384.68,3,2428,3,535.0,0.09098989797576401,0,49.90840011225208,0
6691,3984.69,4,3634,1,528.0,0.04138605651810556,0,53.494656583431436,0
8793,241.51,3,8748,1,377.0,0.056005188871826816,0,25.175185055358412,0
5976,4947.79,0,7493,5,255.0,0.038072945890351595,0,19.719613470559153,0
6330,2600.2,2,6318,0,187.0,0.05781335450886549,0,57.94889538416726,0
5637,1423.46,6,8163,4,455.0,0.046793545741717346,0,25.411430303526117,0
8244,641.77,2,663,4,333.0,0.07379882908001878,0,30.679350812233622,0
7565,2235.83,6,8873,0,244.0,0.002519507350303485,0,5.737540680693471,0
5532,1741.81,0,5458,0,516.0,0.04550512050286604,0,23.58674773957989,0
1651,696.56,1,8640,4,421.0,0.0721487406998646,0,28.163966833093497,0
5630,708.92,1,8919,0,432.0,0.04264962467496214,0,21.760325971063594,0
9489,3799.51,0,6963,1,508.0,0.006500748348371221,0,3.2957313722250063,0
9698,113.87,3,7297,3,93.0,0.036186064296077736,0,19.09375620094312,0
932,1050.69,1,5487,3,200.0,0.09600457333986051,0,49.482278986666216,0
2246,2110.56,0,4515,3,250.0,0.08230433418029587,0,55.34214832801425,0
7611,2057.54,0,7294,5,516.0,0.037431119658996814,0,8.870133258950816,0
6818,631.28,3,3666,4,135.0,0.10855428572180026,0,57.317852037661055,0
672,4513.66,0,365,4,387.0,-0.000740507371142729,1,-4.01913167542034,1
2243,1093.36,1,9490,5,221.0,0.052889011200735525,0,15.090705146190999,0
2142,1398.25,1,808,1,184.0,0.06602289502940567,0,31.81477160489584,0
4117,6398.91,4,9605,1,437.0,-3.544661480137101e-05,1,27.70987225693122,0
811,4918.46,0,5659,1,376.0,0.015812198687348955,0,19.902150253137194,0
4776,3641.28,0,6140,4,135.0,0.056131265215993875,0,44.91715850192756,0
8828,351.18,3,1757,0,412.0,0.05836279258990518,0,14.554378537618973,0
9624,837.6,3,3241,5,192.0,0.05441990449804257,0,18.499582139005554,0
2026,4571.42,0,1606,0,371.0,-0.00516245456891451,1,6.769295563688772,0
4002,356.53,3,7959,1,350.0,0.08123682588947978,0,58.972346848166296,0
8981,901.69,6,3720,5,155.0,0.020371410289507286,0,-2.429450276804843,1
5714,1009.45,0,9997,5,405.0,0.01348055714687657,0,0.5292927587925362,0
626,1778.13,6,1287,0,331.0,-0.004247585151009758,1,-5.199684918339813,1
2417,1173.74,1,8796,4,356.0,0.09192626232681583,0,40.35940658626038,0
4269,522.93,1,8321,1,364.0,0.0761021761217947,0,46.64471979971691,0
8564,3505.35,0,9346,1,268.0,0.012695271115018891,0,10.948490859017923,0
3537,516.64,2,1997,3,468.0,0.08253091557836406,0,55.10653439014857,0
4120,402.01,3,1725,5,185.0,0.0838109763865651,0,34.98119630158351,0
6148,818.96,2,301,0,488.0,0.045168432709670525,0,14.046520914090948,0
903,872.04,3,4210,1,380.0,0.07273404399078848,0,50.96252973599812,0
7973,201.38,3,2471,5,569.0,0.022475257039456853,0,8.459656392229093,0
2082,947.97,3,4449,5,421.0,0.08950216677216222,0,44.411692600567704,0
2132,317.29,3,3172,5,541.0,0.061135034985185355,0,18.479319910182653,0
3509,123.71,2,3230,0,434.0,0.050599647304439443,0,37.20423192570442,0
8318,1224.62,6,1007,4,431.0,0.017971135608703448,0,6.073868708543699,0
5191,202.94,1,8674,5,181.0,0.06016327666961058,0,21.672365126529826,0
2440,141.85,3,9960,3,434.0,0.05859431457558195,0,27.840359005196603,0
8203,757.36,6,3981,5,99.0,0.038957024937643636,0,-1.9275000821407247,1
5895,366.39,3,2854,4,587.0,0.0710568976035702,0,32.56061851126,0
7852,934.8,3,4360,3,366.0,0.10885701174840928,0,74.1604883197345,0
276,810.24,1,524,5,366.0,0.03435269419293685,0,-3.303347834940851,1
4007,279.86,0,7684,3,375.0,0.06453411305870016,0,39.96786206453629,0
3925,2230.91,6,3435,0,293.0,0.025525883633536584,0,32.64118091819893,0
5021,916.93,1,462,1,449.0,0.0632625520529762,0,30.91243647767348,0
1947,696.69,3,6096,0,255.0,0.07114824552098609,0,44.042368617957095,0
2441,348.01,3,7410,1,573.0,0.053301558803039994,0,27.751346877654015,0
3098,2777.46,6,3038,0,392.0,0.011344528845631308,0,25.879715388215402,0
9175,3983.46,4,4209,4,410.0,0.04382413699490928,0,48.0414947246835,0
614,3444.17,0,9725,3,312.0,0.018574918022292386,0,8.821945746493682,0
1497,965.65,2,6237,3,560.0,0.06232401302253637,0,40.454134607260386,0
7046,1111.53,2,7060,3,448.0,0.08031224391403541,0,66.82701964242477,0
3331,4248.06,5,4164,3,357.0,0.06554591911738894,0,78.73272023649955,0
5860,957.55,3,8504,0,322.0,0.07102386219872386,0,42.521327875607625,0
1967,399.58,1,6654,5,338.0,0.07216915103902505,0,30.414435549298872,0
9524,634.89,3,9132,5,291.0,0.04116132354522939,0,5.615949794667529,0
3783,173.49,1,2828,4,200.0,0.08975051666372563,0,47.857662598343126,0
8300,572.83,3,4950,1,547.0,0.0707384079652873,0,33.115766909372894,0
8547,1157.39,0,5780,3,151.0,0.06085177806845887,0,32.82802633611601,0
9109,425.11,1,9547,0,240.0,0.018037988470757327,0,-4.426929594614279,1
6301,845.23,5,2178,4,356.0,0.06718050985655555,0,47.75390003984478,0
415,588.04,5,5921,5,403.0,0.015794103123152214,0,9.944227220603068,0
9167,2968.39,2,6412,5,197.0,0.0472801960954371,0,33.68436503719656,0
1520,4946.2,5,1048,1,529.0,-0.010701993857953118,1,6.774803408201279,0
102,1106.04,1,8802,0,257.0,0.008215573657498032,0,1.8363227351668883,0
6594,863.34,3,3260,4,148.0,0.10665374302270736,0,61.16203574202697,0
1790,657.85,0,8521,1,66.0,0.03253715256795764,0,1.207727052189071,0
3163,783.01,2,9969,3,71.0,0.04974979921845302,0,24.917483577964788,0
4981,1142.7,2,2923,1,374.0,0.08683646250156701,0,72.9206082993204,0
395,701.77,3,9841,3,362.0,0.04020863931499041,0,20.60415340696673,0
1054,1260.08,0,1370,1,442.0,0.03602588966619913,0,10.532151830683006,0
5400,2836.33,0,4634,4,283.0,0.08426527750007418,0,58.5627431727161,0
6740,2104.96,6,1953,5,517.0,0.024895717988269506,0,5.696417305705339,0
5799,1936.57,0,6731,5,577.0,0.03315393350691398,0,9.423030812182972,0
3250,559.83,3,71,1,179.0,0.057845489426421426,0,30.945035692376507,0
4845,1103.69,1,5868,4,116.0,0.09755298736818058,0,56.41353491568333,0
4786,2663.59,0,1219,4,375.0,0.05535365730526609,0,36.745941740598994,0
4561,654.33,1,8971,0,106.0,0.038807467678848795,0,13.776094882498498,0
3914,3561.85,0,1361,5,130.0,0.021787141633516693,0,12.02941182514509,0
1897,3934.95,4,4199,3,490.0,0.05115463357476191,0,63.22001857353871,0
9725,4478.4,0,2496,4,444.0,-0.0006994488480164263,1,2.4004969914552277,0
8791,965.94,3,9177,5,181.0,0.04743712210015416,0,11.92982854374388,0
1025,560.4,3,1681,5,63.0,0.049856114432610954,0,3.2544587110202485,0
9661,2939.77,6,4948,4,448.0,0.009856094538390092,0,13.855349705279878,0
8381,893.03,6,4194,3,175.0,0.061678124691193104,0,27.14835567270609,0
4088,677.19,3,7254,5,76.0,0.07907024144516467,0,32.65852732562968,0
6948,113.93,3,771,5,109.0,0.044866272518039874,0,8.895518035064512,0
7387,92.02,3,634,4,117.0,0.05877278459512536,0,19.724749720178238,0
7783,993.81,3,1377,1,386.0,0.07823585314618381,0,44.75626144867769,0
9480,1181.55,1,3800,3,593.0,0.04644976787761934,0,14.580226405891196,0
7032,335.48,3,6568,0,239.0,0.07975899602407438,0,42.24134428054023,0
3926,698.08,1,9794,4,450.0,0.056279935022808036,0,24.15640137961512,0
67,1092.46,6,5474,4,248.0,0.028292809714077216,0,12.317575047547166,0
9525,1525.85,6,1572,1,534.0,-0.009914154480591075,1,-12.849249101061545,1
6944,5842.67,5,9359,4,308.0,0.024416474996814763,0,26.887609971521698,0
4527,1057.76,2,4519,0,154.0,0.07630547478512001,0,52.25805849191548,0
4575,4181.15,0,2211,0,100.0,0.008717550437842503,0,13.988613917741972,0
1984,2287.55,5,7335,5,550.0,0.005839852879262586,0,11.939673331732251,0
