transaction_id,recipient_id,amount,merchant_category,device_id,location,latitude,longitude,time,txn_status,is_fraud,time_since_last_txn
4a0f1a5a-8159-4f5a-9b15-0fc4f2d77c50,yashicacherian@upi,1621.46,utilities,81f631d4-a392-41a7-9777-a4774c66e0a8,Coimbatore,11.009857,76.96105,2026-02-10 18:09:14.675548,success,0,60.0
7107b395-ca02-4605-99fc-a2ae2e0337d4,michaelprakash@upi,784.05,food,ec24a3c5-c754-408f-b418-8f3f8a14be62,Chennai,13.091282,80.278274,2026-02-10 18:15:28.675548,success,0,374.0
9a5af8c2-23ea-48e8-9f04-31a4255e1b0c,naikvrinda@upi,278.83,groceries,e0f3eab0-5cec-4eb5-add9-68311ca35cfb,Trichy,10.799439,78.696413,2026-02-10 18:24:45.675548,success,0,557.0
b8e4e778-285b-481b-abe3-c26dd1877cc0,wriddhish03@upi,2938.36,utilities,bb5e4bcf-15ed-4269-9429-6c07f26b4776,Trichy,10.795817,78.697268,2026-02-10 18:33:51.675548,success,0,546.0
a288a9fd-1707-40eb-acd1-c7e60c7c7efa,wbiswas@upi,2068.71,travel,a8e56e0c-20de-435d-a031-d750c40db9b4,Trichy,10.797949,78.703163,2026-02-10 18:38:27.675548,success,0,276.0
19a38bbb-f23a-4f8e-b9bf-e2e6b741575a,qgandhi@upi,7675.02,travel,f6e07cc0-6c52-449f-9b49-bd26df57c59a,Coimbatore,11.021059,76.95378,2026-02-10 18:45:49.675548,success,0,442.0
41f12e35-8fcd-48be-89a6-111be4cc780b,saimuni@upi,2684.36,ecommerce,5f987c71-a65e-488e-abf3-ad39fec21bbe,Chennai,13.077658,80.261981,2026-02-10 18:47:10.675548,success,0,81.0
511880f6-e823-455f-aa5c-5115de831269,cvarughese@upi,422.16,food,568cc69b-1064-405c-b985-c3cf3f76be1d,Coimbatore,11.006944,76.959957,2026-02-10 18:49:10.675548,success,0,120.0
c6f7ae60-c97a-4eda-9c7c-78caee906878,karpethomas@upi,910.15,groceries,0f1259e0-a18f-46b6-b535-106e122c9a56,Madurai,9.916617,78.11456,2026-02-10 18:58:27.675548,success,0,557.0
2781f587-86dc-44ca-a282-6e49a5d66e90,ekanshbalay@upi,175.7,groceries,474a493b-3ced-4f2d-839f-bc501223b513,Trichy,10.792024,78.69956,2026-02-10 19:07:31.675548,success,0,544.0
ab17194e-a0c8-4f48-b725-15aee877a5de,ikala@upi,733.15,utilities,922fe15a-e1e3-4b63-af7d-dc76b92da22b,Chennai,13.08588,80.267786,2026-02-10 19:15:31.675548,success,0,480.0
41cdde61-61a4-4cbd-8692-5d5efa5e61ff,ykibe@upi,3699.56,ecommerce,1825bc54-30be-445f-a835-14f2ceb81f9d,Chennai,13.073912,80.275264,2026-02-10 19:18:22.675548,success,0,171.0
401f18d0-887c-4359-b2d2-53942b8dee87,sankarirya@upi,230.7,groceries,baa4b71a-dd24-47ac-b78e-edb3693dffbc,Salem,11.657104,78.13967,2026-02-10 19:27:15.675548,success,0,533.0
3c95c9db-de20-4552-8e30-78e7f7ee7c32,chaudharidarsh@upi,927.1,groceries,dc96925e-ccf3-4171-96dc-8907ba6c34ab,Salem,11.67046,78.153119,2026-02-10 19:29:55.675548,success,0,160.0
5efa61d9-502e-41f2-a5af-c67e3f65330e,kotharirehaan@upi,999.32,groceries,6c006f61-23e2-4cb4-b2d8-567d894a05e4,Chennai,13.09208,80.279227,2026-02-10 19:34:57.675548,success,0,302.0
939687be-f477-4909-aae9-4c2798129a48,aryashere@upi,511.36,groceries,71710434-134c-4c92-ac5b-227cdfde4fbf,Coimbatore,11.024093,76.963849,2026-02-10 19:38:45.675548,success,0,228.0
31745ae1-94aa-4977-9900-9b1e5cb32d6a,bedialexander@upi,4929.48,ecommerce,3c835dc0-d944-4fa5-80e9-ab30ed2662e9,Madurai,9.93373,78.125503,2026-02-10 19:44:37.675548,success,0,352.0
8f2be468-1956-4f10-b2c8-aa588b9cb509,niharikasunder@upi,4795.12,ecommerce,e7067ef4-66aa-4385-9d59-ba7136b82481,Trichy,10.793737,78.704433,2026-02-10 19:48:51.675548,success,0,254.0
c9f13c2d-5340-4c2c-b886-d3d4de47934a,galaladli@upi,2909.26,fuel,ed3049cf-43e4-48fc-a3f2-ae24fc3d3348,Trichy,10.795215,78.695919,2026-02-10 19:55:12.675548,success,0,381.0
97dc211c-c532-4191-ac8f-00d628b2f393,bmangal@upi,604.97,groceries,c88a618e-fed4-457d-bb02-6576f512c4c3,Trichy,10.798888,78.705323,2026-02-10 19:57:10.675548,success,0,118.0
b1225257-07a8-4364-8c60-f881b5952a83,mdubey@upi,916.86,healthcare,944528c0-0ef8-42d6-b7fd-564637bb3eec,Coimbatore,11.00817,76.947159,2026-02-10 20:02:10.675548,success,0,300.0
8bc00c03-354a-4aad-b2d7-ad4a07a7d575,murthydakshesh@upi,4719.66,ecommerce,eb5cf467-80ba-4d64-ba0e-cfea958ca9ba,Trichy,10.785424,78.70659,2026-02-10 20:04:33.675548,success,0,143.0
7fd8d41b-171f-41c9-ba0c-cfc59fbcbacd,daksheshtrivedi@upi,3001.63,ecommerce,98543881-118a-4d29-af92-3996d9f195d0,Trichy,10.786827,78.699915,2026-02-10 20:10:54.675548,success,0,381.0
eae3190e-ce81-4f55-b146-ee2785841795,keernetra@upi,426.0,groceries,3f07f814-91d6-4f78-a3e9-de99f10c718b,Madurai,9.924344,78.12838,2026-02-10 20:13:08.675548,success,0,134.0
3db24252-fe0b-4fb2-97d0-80519da2ef92,bumboni@upi,640.1,groceries,50fd9d3f-85d5-4695-90b2-b633956b8c0c,Trichy,10.800422,78.696165,2026-02-10 20:17:46.675548,success,0,278.0
2f75f34f-ccbb-4e02-b15b-0a63e75d3867,samarth53@upi,835.79,ecommerce,a53f8a28-abf3-43fc-a181-3d25655238a6,Madurai,9.932817,78.127385,2026-02-10 20:25:04.675548,success,0,438.0
c4d4b837-de17-423b-97ca-3915af9dcfc5,tanvi51@upi,1370.74,fuel,902059e4-ff9a-45c2-9f04-4aed75523327,Trichy,10.794571,78.706934,2026-02-10 20:26:12.675548,success,0,68.0
246eddaf-412f-443c-a82e-1dda53f565fe,borahtanay@upi,876.44,food,5958a499-eeea-463e-a1e8-ac6843e42caf,Chennai,13.091479,80.263386,2026-02-10 20:29:10.675548,success,0,178.0
0f296dc3-72d0-48cd-afb7-4dfc1a5ee695,kondakala@upi,7552.96,travel,8b10550c-d570-4f32-b02c-dd20286218b8,Coimbatore,11.012247,76.957897,2026-02-10 20:36:01.675548,success,0,411.0
4b4912ec-81d8-4a4d-91ea-4a9d7dbd9229,abhiram84@upi,652.53,groceries,2260e70f-e0cc-4dc5-b05d-b76e1a84a51a,Madurai,9.925308,78.114822,2026-02-10 20:37:53.675548,success,0,112.0
14dcd020-ce57-439c-966c-d052c121f0d6,jack18@upi,452.4,groceries,35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,Madurai,9.916082,78.116471,2026-02-10 20:41:06.675548,success,0,193.0
dfe617d0-c7cf-4976-b280-0170343a4e56,samar48@upi,466.74,food,d89a40c0-e87d-4c78-a7c4-21c740497b71,Salem,11.665334,78.144554,2026-02-10 20:42:15.675548,success,0,69.0
ac914fc1-bb6c-41a3-bdd0-3b7bb203f07e,chandapallavi@upi,947.8,groceries,c56811cd-5563-4616-80e8-5ece0b49452d,Coimbatore,11.017712,76.962492,2026-02-10 20:45:46.675548,success,0,211.0
9e06af29-e436-42df-a4e5-7f75edfe364e,adwetaedwin@upi,400.78,ecommerce,6d7ce3c9-b4a6-4f3c-8d3a-ed99711c21c9,Madurai,9.93318,78.125722,2026-02-10 20:47:26.675548,success,0,100.0
e74cb709-f908-448b-a291-ee10b251af43,choudhuryfaqid@upi,2495.73,travel,093923de-8bab-4e3b-a628-6bfbe767dcea,Coimbatore,11.020139,76.952874,2026-02-10 20:55:22.675548,success,0,476.0
0ce7b2f2-783a-43cc-8a16-4d450218bf24,manbir62@upi,6070.98,healthcare,eededb07-e623-4689-9d59-cd2a4eea04e7,Coimbatore,11.024092,76.965324,2026-02-10 20:59:23.675548,success,0,241.0
cbc35407-4699-453f-b89a-85aec7b7d7af,parmarshivansh@upi,735.47,travel,5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,Madurai,9.930848,78.118034,2026-02-10 21:04:37.675548,success,0,314.0
0a39d6bf-ad72-467c-959a-6bf67fa29153,pdubey@upi,2383.39,fuel,2d534dd0-cf8e-4c5a-8cc5-6569f9e8a369,Chennai,13.080351,80.261474,2026-02-10 21:13:38.675548,success,0,541.0
f55e9789-ed81-4e7c-b1e7-6e1b7e759129,lbakshi@upi,825.76,groceries,ee49f329-c84a-4b28-950a-1b46ecab3301,Salem,11.661293,78.152411,2026-02-10 21:18:31.675548,success,0,293.0
4e374caa-fc75-4cb9-a735-d04e8be4fd78,rkothari@upi,677.03,groceries,61ee411a-1bac-47a7-b386-f7a4c991603f,Salem,11.660865,78.153287,2026-02-10 21:24:16.675548,success,0,345.0
40d3c577-faef-4327-9016-0f7421e157f3,singhaltristan@upi,2645.15,ecommerce,598336e3-75d6-4ed4-ab1f-a9f2d10bd1d0,Trichy,10.787123,78.695252,2026-02-10 21:29:43.675548,success,0,327.0
4029d298-de6e-44b2-b1be-edbe91ca0e74,vedant30@upi,964.41,groceries,475287aa-5408-49ac-a601-ddd03170f437,Madurai,9.915965,78.121731,2026-02-10 21:36:36.675548,success,0,413.0
ff289f2b-490e-4473-aad0-1979eb9999bd,mallickindali@upi,539.15,food,fb2ca025-adf4-462d-a651-529e8268690b,Trichy,10.800185,78.697013,2026-02-10 21:40:50.675548,success,0,254.0
8bb8a63f-9fdb-4574-b447-0a4b80ff9347,ayaan14@upi,2155.48,fuel,43f59a85-fbc9-487a-b668-a61794a1875d,Chennai,13.083098,80.27683,2026-02-10 21:45:11.675548,success,0,261.0
ffebe8db-7e98-4372-93e6-b5d0186e68c3,chopraradha@upi,535.87,ecommerce,6fb78271-504d-481f-8953-5b63ba81edd9,Madurai,9.927663,78.123068,2026-02-10 21:48:18.675548,success,0,187.0
e527281e-0743-48ac-a815-3c74eea2c8d3,rajanranveer@upi,520.45,food,006ed6e3-6fa1-4735-b572-f3d00b5cea6a,Madurai,9.928538,78.116324,2026-02-10 21:54:20.675548,success,0,362.0
5eac9406-7907-4927-9ff8-2d344db7711d,janujasankar@upi,368.58,food,5487fd4f-ebb7-4385-aa0b-7b14f2e9702d,Salem,11.667846,78.154056,2026-02-10 22:00:28.675548,success,0,368.0
bcbe5c19-7477-4eed-b7cc-2e2bb82541b3,jeet48@upi,4201.88,ecommerce,6703b636-5380-4904-a88c-7015aab97e49,Madurai,9.920938,78.118398,2026-02-10 22:06:57.675548,success,0,389.0
682a73e8-c8fa-4f1e-a344-78c45421a52d,joshua36@upi,2322.37,ecommerce,bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,Coimbatore,11.017023,76.961675,2026-02-10 22:10:50.675548,success,0,233.0
52704647-1ab3-4d71-adeb-6fd73837de3b,charviravi@upi,497.3,food,49732d6c-4dca-4fb7-801a-9a8bd56f0350,Trichy,10.787204,78.711068,2026-02-10 22:15:50.675548,success,0,300.0
47c0497f-b083-4120-bd71-c2715c0ccb33,qushinagy@upi,414.5,food,36b5229a-acf5-481e-b131-62697118e364,Coimbatore,11.009747,76.946724,2026-02-10 22:24:56.675548,success,0,546.0
abec7cbc-49c4-4f2c-9cc5-539d26f11d4c,qgara@upi,1175.89,food,a2086977-a9f2-4336-83f4-a9a948a639d0,Salem,11.662589,78.148595,2026-02-10 22:29:15.675548,success,0,259.0
4d5b888a-d3dd-466e-9dc4-a502e0cdccb9,girik34@upi,637.57,food,0640be0f-25b8-4d4b-b2fa-2de8ce7ae7f6,Salem,11.65918,78.149121,2026-02-10 22:30:20.675548,success,0,65.0
295d424b-20d4-4ef1-a180-1d8660aca2f5,kondavaishnavi@upi,8674.19,travel,74962764-12a4-4ef0-84bb-b7a9d98868dd,Chennai,13.088268,80.265077,2026-02-10 22:40:10.675548,success,0,590.0
4dd9d79a-3767-4de9-92ae-6e0d32effa7a,thayer@upi,2875.55,ecommerce,3e75c3b4-664f-4663-be8f-8095624c69b6,Chennai,13.081829,80.276728,2026-02-10 22:46:34.675548,success,0,384.0
607148c6-856e-4b23-9128-12ff8095d834,abdulchhabra@upi,7163.98,healthcare,f53d4330-cdda-44ba-ad06-e8cf3805f907,Trichy,10.7968,78.71254,2026-02-10 22:54:50.675548,success,0,496.0
d4e34be8-ab69-44bf-9a9d-e7289a5c40ed,jbedi@upi,1734.04,utilities,74daaebf-1f11-4b76-992c-9227eadf5085,Coimbatore,11.021673,76.955293,2026-02-10 23:00:15.675548,success,0,325.0
05884978-de2b-4f75-a2b4-b48f239e7c2a,ucchalwali@upi,2551.62,utilities,c1581092-f335-4ba3-913a-7052986f9025,Madurai,9.930516,78.120226,2026-02-10 23:05:19.675548,success,0,304.0
14580156-310b-4a5a-b13c-5334656e7729,bthaman@upi,324.7,fuel,be6033f7-28be-4288-a5af-6e39722764e6,Madurai,9.91989,78.116517,2026-02-10 23:07:41.675548,success,0,142.0
24ceecae-76b6-406d-974c-f055c86dd177,qsengupta@upi,269.7,groceries,c40c5d91-46fd-4062-a33d-c7afd701410d,Coimbatore,11.020928,76.947085,2026-02-10 23:15:38.675548,success,0,477.0
f154b044-1fea-4756-8bb2-162c6751a4fe,rkhare@upi,1451.18,fuel,3c07c574-4925-4af1-b6aa-e05b13d5f2f7,Chennai,13.076837,80.269103,2026-02-10 23:16:58.675548,success,0,80.0
bb30e93b-fac2-400e-94db-dc92ba20982c,gautami58@upi,7773.15,travel,620e99d3-3b33-43d8-a69c-d696236c7b87,Salem,11.66384,78.154855,2026-02-10 23:23:03.675548,success,0,365.0
0e5d47cb-99f3-4786-9fd1-ce7547e55ca1,tanishbhatt@upi,2589.65,utilities,7746d0ba-8ae8-405b-94b4-a48268586eba,Salem,11.665064,78.150693,2026-02-10 23:27:48.675548,success,0,285.0
7daadb71-22f2-45c4-abc7-6f3cc8d0bee7,nbhatia@upi,1510.09,ecommerce,95863a76-c511-45ff-a7a3-7e8163b4c08b,Salem,11.65488,78.142723,2026-02-10 23:35:42.675548,success,0,474.0
0cec3c75-4b49-428a-9f20-2f5016675283,raivansha@upi,1276.71,food,c0e3befd-4c71-40fe-9a0c-dd7cf1578470,Coimbatore,11.026414,76.956482,2026-02-10 23:43:25.675548,success,0,463.0
4c64fa4f-cebd-41d9-81ff-39475541020d,isaini@upi,1028.2,food,9a6ec2f5-ccc4-4903-8bcf-53a1bc10fa52,Chennai,13.085555,80.263414,2026-02-10 23:52:17.675548,success,0,532.0
bb7de67e-ba1d-4ca3-86f5-c8fba48b638c,vinayakanda@upi,297.15,groceries,638c254c-076e-4bba-bc53-08bf6f92f25e,Madurai,9.919433,78.116337,2026-02-10 23:59:45.675548,success,0,448.0
7da4a0f6-5bcf-4f9b-9356-ddc96cb57471,nidhi27@upi,2858.49,fuel,06e745f9-88bc-439c-9f4c-3b79fb10987f,Salem,11.659345,78.137638,2026-02-11 00:01:04.675548,success,0,79.0
a858596d-d5c4-443c-b7e2-df16023c3d8b,fbala@upi,172.92,food,7631de9d-dde9-4863-a2bd-33886db99102,Madurai,9.919684,78.111172,2026-02-11 00:02:45.675548,success,0,101.0
340949ff-e516-4c4c-ad56-161b5baf0a75,chandreshlad@upi,2858.91,utilities,53ac2ab9-7467-4cd9-b62f-5e5c53cd6268,Coimbatore,11.023585,76.958227,2026-02-11 00:07:49.675548,success,0,304.0
7e135123-2649-414c-b0ff-2ed009e7426e,ladli46@upi,685.99,groceries,04f64d86-7866-4765-94f7-ce8dd5bcb8d0,Trichy,10.799455,78.704001,2026-02-11 00:13:11.675548,success,0,322.0
5cab36e1-f1e9-4dbf-b8d3-28aada988579,pallaudarsh@upi,669.81,utilities,a6d964a3-f510-4b53-87fe-e39f1190f938,Trichy,10.799775,78.709067,2026-02-11 00:16:58.675548,success,0,227.0
a2176417-c5db-4721-84ca-07a480744444,balasubramanianyug@upi,1132.36,healthcare,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8,Chennai,13.091278,80.272216,2026-02-11 00:24:22.675548,success,0,444.0
b8b35508-61a6-4b07-96e4-7b63e158b6bd,jonathansolanki@upi,3632.07,ecommerce,37cc863b-f2a0-4459-9060-4f621d48a071,Chennai,13.084542,80.277311,2026-02-11 00:29:30.675548,success,0,308.0
1507b5a3-aded-4e12-bf0b-809dec576180,xkunda@upi,783.86,groceries,f6b751f7-9b74-4245-9b1b-c8952af43ab7,Trichy,10.796611,78.710625,2026-02-11 00:31:12.675548,success,0,102.0
35d05818-0198-45f1-babf-365a55cbabee,gadedeepa@upi,1342.3,fuel,4fdc6e1b-edcb-4cb6-8692-dc639424aed5,Madurai,9.916579,78.122751,2026-02-11 00:32:24.675548,success,0,72.0
8cf8ae74-e3f3-48b1-b973-5048a91c781a,tranganathan@upi,2502.53,utilities,d4a057a7-b0cc-4b3b-9793-b9b413748146,Chennai,13.08137,80.267944,2026-02-11 00:41:14.675548,success,0,530.0
640a9a46-2f48-4d84-814a-71bef5319a46,harshmitra@upi,709.68,food,cbd58bf6-1efd-46e9-8e37-14af99b49350,Trichy,10.799809,78.700102,2026-02-11 00:50:29.675548,success,0,555.0
13366703-df41-406e-b016-14395d9ea9bf,palanpriya@upi,4163.53,ecommerce,a5c5650c-8186-4576-91a7-26095eddbbbf,Trichy,10.785868,78.711734,2026-02-11 00:52:57.675548,success,0,148.0
841b5773-5637-43a3-bdc7-974355ca48a2,advik67@upi,1407.33,fuel,a2b5b498-5cb8-4aed-b5f6-2c976efb63b1,Salem,11.665697,78.149364,2026-02-11 00:59:41.675548,success,0,404.0
860ad9e5-63e6-457e-92b0-9919088ef7fe,bdua@upi,858.41,groceries,a6846099-f729-4951-8591-31d2bbda0242,Coimbatore,11.016551,76.952896,2026-02-11 01:05:05.675548,success,0,324.0
2d7a8851-9013-4d44-bac4-570c6e96d00f,veda76@upi,2652.93,fuel,da09dfa0-5282-4d80-84b5-91f797ac6aa8,Madurai,9.926316,78.120133,2026-02-11 01:09:20.675548,success,0,255.0
4c0640d3-4774-4289-ac05-c02e7acf663a,gabrielmallick@upi,734.07,groceries,91e1aa96-76f7-4255-801f-36bf3e6dd58b,Salem,11.665404,78.140806,2026-02-11 01:18:27.675548,success,0,547.0
15795c2f-d0b9-4e53-972e-6b53630928ed,bnayar@upi,787.15,food,7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,Chennai,13.074561,80.265132,2026-02-11 01:23:36.675548,success,0,309.0
6c54d66f-66e2-49c7-b024-afed2002bfa9,ishakuruvilla@upi,1786.51,fuel,b380c73a-989d-4d4a-a15c-a6664797b2c9,Salem,11.665369,78.142875,2026-02-11 01:30:14.675548,success,0,398.0
c364632b-cbd6-470e-bb7b-516c835ab96c,advaith83@upi,2377.98,ecommerce,7d137018-680b-4c63-b856-d0353dc98290,Madurai,9.920228,78.112213,2026-02-11 01:34:31.675548,success,0,257.0
774add9c-7d36-4a17-a646-101881d95bc1,vamakshiswaminathan@upi,2254.36,fuel,4b5305e5-17d2-482e-846a-0df5cafda613,Coimbatore,11.010631,76.960572,2026-02-11 01:40:14.675548,success,0,343.0
4d8e6413-7ff6-497b-8579-39aa47f28671,nidhikohli@upi,1467.25,food,79279973-5e78-4fd7-94e0-d3baa9f948b2,Trichy,10.792436,78.71431,2026-02-11 01:44:32.675548,success,0,258.0
c7b4344a-64c2-4666-81f5-a3a99582723a,pavani85@upi,1146.56,fuel,4e7ed827-455a-4762-b428-a656b3ee4d3b,Madurai,9.915483,78.120483,2026-02-11 01:50:12.675548,success,0,340.0
deb0fce0-f428-4895-9f69-1e8dd097ef0a,vihaan13@upi,101.8,groceries,f36cb62b-892e-4161-be2d-740a1e9b23bc,Madurai,9.929148,78.112326,2026-02-11 01:59:34.675548,success,0,562.0
f2cda6d7-f457-45d8-be86-cdc1111d90ef,rehaankalita@upi,61.65,groceries,96ef2ad6-b97e-4703-86c8-adfe7bf47042,Madurai,9.924588,78.118609,2026-02-11 02:03:42.675548,success,0,248.0
70f30824-5788-4546-abb0-5d5e63c40614,harish34@upi,2244.08,healthcare,039f3a25-4d61-48bd-adef-e1935c62b3a2,Salem,11.656582,78.137307,2026-02-11 02:13:05.675548,success,0,563.0
09b8f7fa-e4f2-4846-9086-7f17b16b1a52,anushabath@upi,647.97,groceries,f1afdb65-b289-4224-8ac9-778d8da8eee4,Chennai,13.075735,80.276923,2026-02-11 02:19:16.675548,success,0,371.0
69f74878-4276-411c-beb3-aeea9e78c3db,vrittichauhan@upi,285.78,groceries,7a8d03aa-782a-45e0-88ca-765192f5df7b,Trichy,10.795789,78.706826,2026-02-11 02:24:07.675548,success,0,291.0
07f77885-6e09-4d85-b121-50fae83eac9d,loak@upi,1265.06,utilities,7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,Salem,11.660247,78.147771,2026-02-11 02:32:26.675548,success,0,499.0
9b92a043-33cb-43a3-b4d4-e0942392c989,bhattacharyyanandini@upi,1900.98,fuel,afbb411a-a123-4a8c-93b7-a88612f70c97,Trichy,10.799702,78.696685,2026-02-11 02:36:58.675548,success,0,272.0
fc337ce8-e205-44e4-9bb6-30eed2423460,doshimanthan@upi,470.5,food,fe716b14-15ce-4a66-8dc8-2a1ef2f9e5fa,Chennai,13.075841,80.264176,2026-02-11 02:39:14.675548,success,0,136.0
068b3811-6a74-4c95-bbc3-e9da1e2cbe30,jagatsaha@upi,438.09,groceries,39c6a1ca-9e50-4a42-8a6d-fda1989bc4da,Trichy,10.789898,78.695353,2026-02-11 02:45:09.675548,success,0,355.0
d269bc9b-f26c-45c8-8b47-7de961a9ec27,cseshadri@upi,1084.18,food,6dc7cac7-fd72-4050-96a9-954fdc33e1f9,Salem,11.655724,78.140668,2026-02-11 02:50:39.675548,success,0,330.0
f05b002d-85ec-4ea6-a6ac-b24b1700d562,darpan91@upi,1950.16,utilities,a911d192-43bf-4931-b605-bf54a021c0ca,Coimbatore,11.015303,76.956691,2026-02-11 02:54:11.675548,success,0,212.0
483a668b-ab11-43fd-9bff-f7f52a72fbc7,dugarwriddhish@upi,8353.0,travel,00af5b3a-2812-459a-9337-739e8d4f5d27,Chennai,13.073893,80.276553,2026-02-11 03:00:06.675548,success,0,355.0
b00548f9-9e29-46ba-b46c-a68cc40df28f,sseshadri@upi,2449.75,ecommerce,3b4206c5-085b-45fb-8a8f-f810784c2f29,Madurai,9.929195,78.128654,2026-02-11 03:09:38.675548,success,0,572.0
5d5d10f4-ba71-45d8-8a63-82bd052eaea4,barkha71@upi,2301.24,ecommerce,c9af18f8-43b9-4a13-ac85-6f373bc1a987,Trichy,10.781297,78.703341,2026-02-11 03:16:08.675548,success,0,390.0
fc885d68-d641-4df7-b628-bbbc009d8d6f,pavanicontractor@upi,136.21,food,e88da719-2624-4b40-a5cb-63a2398d1ca6,Coimbatore,11.026038,76.962519,2026-02-11 03:17:29.675548,success,0,81.0
cf117ed4-f664-4a29-8a93-bff2665a9575,lucky10@upi,5476.57,healthcare,bfbbb17f-9854-4e4e-8ebf-a5c3cae9b4a7,Madurai,9.926725,78.125062,2026-02-11 03:21:28.675548,success,0,239.0
b864d693-f45e-4855-8d67-900d68c1c865,reva17@upi,3327.25,ecommerce,f1533ae8-670a-4c5c-b321-bf214dd8eb85,Madurai,9.91883,78.121507,2026-02-11 03:30:51.675548,success,0,563.0
