Transaction_ID,User_ID,Timestamp,Amount,Transaction_Mode,Transaction_Type,Merchant_Category,UPI_App,Location_State,Device_Type,Is_First_Time_Payee,Days_Since_Last_Txn,Txn_Count_Last_7_Days,Avg_Amt_Last_30_Days,Amount_vs_Avg_Deviation,Weekday_Weekend,Time_Of_Day,Payee_Repetition_Count,Txn_Velocity_Per_Hour,Amount_Velocity_Per_Day,Usual_Transaction_Mode,Mode_Deviation,Merchant_Loyalty_Score,New_Payees_Last_7_Days,Repeat_vs_New_Ratio,Is_Fraud
TXN00011,user_55,2026-02-27 01:28:26.500983,269,Intent Link,P2P,Bills & Utilities,PhonePe,Maharashtra,Desktop,True,7,12,233,0.15,Weekday,Night,2,0.24,399.43,Intent Link,False,0.63,0,2.0,0
TXN00012,user_10,2026-02-25 23:17:26.501003,615,QR,P2M,Medical & Pharmacy,PhonePe,Karnataka,Mobile,True,7,1,591,0.04,Weekday,Night,1,0.04,84.43,QR,False,0.6,0,1.0,0
TXN00013,user_59,2026-03-03 02:39:26.501028,841,QR,P2P,Grocery,Paytm,Tamil Nadu,Mobile,False,9,12,797,0.06,Weekday,Night,8,0.08,1366.29,QR,False,0.67,1,4.0,0
TXN00014,user_8,2026-02-10 00:18:26.501052,137,QR,Self Transfer,Grocery,GPay,Karnataka,Desktop,False,4,3,241,-0.43,Weekday,Night,4,0.02,103.29,UPI_ID,True,0.56,3,1.0,0
TXN00015,user_34,2026-02-28 11:41:26.501076,310,Intent Link,Self Transfer,Food & Restaurants,GPay,West Bengal,Mobile,False,3,11,380,-0.18,Weekend,Morning,2,0.07,597.14,Intent Link,False,0.84,0,2.0,0
TXN00016,user_32,2026-03-01 07:13:26.501095,842,QR,P2M,Food & Restaurants,GPay,West Bengal,Mobile,False,5,8,700,0.2,Weekend,Morning,1,0.07,800.0,UPI_ID,True,0.76,2,0.33,0
TXN00017,user_27,2026-02-18 19:29:26.501114,378,UPI_ID,P2P,Online Shopping,PhonePe,Delhi,Mobile,False,9,5,503,-0.25,Weekday,Evening,1,0.04,359.29,Intent Link,True,0.68,0,1.0,0
TXN00018,user_15,2026-03-09 17:26:26.501133,703,QR,P2M,Grocery,Paytm,Maharashtra,Mobile,True,6,3,527,0.33,Weekday,Evening,3,0.02,225.86,QR,False,0.84,3,0.75,0
TXN00019,user_53,2026-02-20 17:14:26.501154,1061,UPI_ID,P2M,Transportation,PhonePe,Delhi,Mobile,True,0,20,719,0.48,Weekday,Evening,3,4.21,410.86,UPI_ID,False,0.83,8,0.75,1
TXN00020,user_29,2026-03-06 02:01:26.501181,949,QR,P2M,Food & Restaurants,Paytm,Delhi,Desktop,False,1,5,692,0.37,Weekday,Night,4,0.12,494.29,QR,False,0.89,0,4.0,0
TXN00021,user_23,2026-02-22 08:21:26.501202,472,UPI_ID,Self Transfer,Bills & Utilities,Paytm,Tamil Nadu,Desktop,True,9,2,558,-0.15,Weekend,Morning,6,0.01,159.43,UPI_ID,False,0.67,3,1.5,0
TXN00022,user_93,2026-02-09 16:36:26.501222,296,UPI_ID,P2M,Fuel,BHIM,Delhi,Desktop,False,9,11,318,-0.07,Weekday,Afternoon,6,0.26,499.71,UPI_ID,False,0.61,2,2.0,0
TXN00023,user_49,2026-02-18 16:26:26.501242,456,Phone Number,Self Transfer,Online Shopping,BHIM,Karnataka,Desktop,True,9,3,569,-0.2,Weekday,Afternoon,1,0.03,243.86,Phone Number,False,0.85,2,0.33,0
TXN00024,user_95,2026-03-06 19:18:26.501261,577,QR,P2P,Bills & Utilities,PhonePe,Tamil Nadu,Mobile,True,8,5,509,0.13,Weekday,Evening,6,0.04,363.57,QR,False,0.78,0,6.0,0
TXN00025,user_59,2026-02-26 19:47:26.501286,558,QR,P2P,Food & Restaurants,BHIM,Maharashtra,Mobile,False,1,4,631,-0.12,Weekday,Evening,7,0.04,360.57,QR,False,0.86,1,3.5,0
TXN00026,user_16,2026-02-26 11:32:26.501317,894,Intent Link,P2P,Medical & Pharmacy,BHIM,Delhi,Mobile,False,9,8,601,0.49,Weekday,Morning,6,0.09,686.86,Intent Link,False,0.52,3,1.5,0
TXN00027,user_57,2026-03-09 18:05:26.501345,298,QR,Self Transfer,Mobile Recharge,PhonePe,Tamil Nadu,Desktop,False,6,4,363,-0.18,Weekday,Evening,2,0.04,207.43,QR,False,0.61,1,1.0,0
TXN00028,user_27,2026-02-14 02:59:26.501367,399,Phone Number,P2M,Transportation,PhonePe,Karnataka,Mobile,False,7,10,768,-0.48,Weekend,Night,7,0.11,1097.14,UPI_ID,True,0.59,3,1.75,0
TXN00029,user_86,2026-02-19 03:37:26.501386,999,UPI_ID,P2M,Mobile Recharge,BHIM,Maharashtra,Mobile,False,7,3,704,0.42,Weekday,Night,1,0.04,301.71,UPI_ID,False,0.63,3,0.25,0
TXN00030,user_44,2026-02-16 04:06:26.501404,204,Phone Number,P2P,Grocery,GPay,Maharashtra,Mobile,True,10,7,351,-0.42,Weekday,Night,1,0.15,351.0,Phone Number,False,0.46,0,1.0,0
TXN00031,user_86,2026-03-08 22:10:26.501420,785,UPI_ID,Self Transfer,Grocery,Paytm,West Bengal,Desktop,False,4,8,620,0.27,Weekend,Night,3,0.23,708.57,QR,True,0.75,0,3.0,0
TXN00032,user_81,2026-03-05 12:39:26.501437,781,Phone Number,Self Transfer,Online Shopping,GPay,West Bengal,Desktop,True,7,5,710,0.1,Weekday,Afternoon,2,0.04,507.14,Phone Number,False,0.45,0,2.0,0
TXN00033,user_47,2026-02-20 01:38:26.501452,569,Intent Link,Self Transfer,Fuel,Paytm,Maharashtra,Mobile,False,8,3,461,0.23,Weekday,Night,5,0.05,197.57,Intent Link,False,0.63,3,1.25,0
TXN00034,user_79,2026-02-19 04:02:26.501469,410,Phone Number,P2M,Fuel,Paytm,West Bengal,Mobile,True,2,1,497,-0.18,Weekday,Night,8,0.02,71.0,Phone Number,False,0.6,1,4.0,0
TXN00035,user_72,2026-02-16 08:39:26.501487,583,Phone Number,Self Transfer,Bills & Utilities,Paytm,West Bengal,Desktop,False,9,8,588,-0.01,Weekday,Morning,1,0.08,672.0,Phone Number,False,0.61,0,1.0,0
TXN00036,user_96,2026-02-23 06:01:26.501502,381,QR,Self Transfer,Mobile Recharge,PhonePe,Maharashtra,Desktop,False,10,12,472,-0.19,Weekday,Morning,4,0.07,809.14,QR,False,0.66,0,4.0,0
TXN00037,user_37,2026-03-09 10:05:26.501519,335,Phone Number,Self Transfer,Mobile Recharge,BHIM,Tamil Nadu,Mobile,False,8,4,417,-0.2,Weekday,Morning,3,0.04,238.29,UPI_ID,True,0.57,2,1.0,0
TXN00038,user_7,2026-03-04 01:16:26.501536,253,Phone Number,P2P,Bills & Utilities,GPay,West Bengal,Desktop,True,9,2,440,-0.42,Weekday,Night,1,0.03,125.71,QR,True,0.85,1,0.5,0
TXN00039,user_39,2026-02-12 21:56:26.501557,303,QR,P2P,Mobile Recharge,PhonePe,Maharashtra,Mobile,True,1,5,541,-0.44,Weekday,Night,2,0.06,386.43,QR,False,0.74,1,1.0,0
TXN00040,user_61,2026-03-03 15:09:26.501574,751,QR,P2M,Food & Restaurants,PhonePe,Maharashtra,Desktop,True,2,5,624,0.2,Weekday,Afternoon,0,0.15,445.71,QR,False,0.8,11,0.0,1
TXN00041,user_77,2026-02-16 21:25:26.501594,449,Intent Link,P2M,Medical & Pharmacy,GPay,West Bengal,Mobile,False,6,5,463,-0.03,Weekday,Night,5,0.05,330.71,QR,True,0.41,3,1.25,1
TXN00042,user_30,2026-02-09 18:30:26.501615,287,QR,Self Transfer,Medical & Pharmacy,Paytm,Maharashtra,Desktop,False,2,10,552,-0.48,Weekday,Evening,5,0.11,788.57,QR,False,0.6,0,5.0,0
TXN00043,user_42,2026-02-19 12:29:26.501633,475,UPI_ID,P2M,Fuel,Paytm,Tamil Nadu,Desktop,True,9,3,398,0.19,Weekday,Afternoon,5,0.03,170.57,UPI_ID,False,0.43,3,1.25,0
TXN00044,user_67,2026-02-28 20:35:26.501650,724,Intent Link,Self Transfer,Medical & Pharmacy,GPay,Tamil Nadu,Mobile,True,5,8,575,0.26,Weekend,Evening,4,0.08,657.14,QR,True,0.68,2,1.33,0
TXN00045,user_12,2026-03-05 12:54:26.501675,385,Intent Link,P2P,Medical & Pharmacy,PhonePe,Karnataka,Mobile,True,2,2,589,-0.35,Weekday,Afternoon,5,0.03,168.29,Intent Link,False,0.8,2,1.67,0
TXN00046,user_54,2026-03-02 00:06:26.501696,295,Intent Link,P2M,Online Shopping,BHIM,Karnataka,Desktop,True,4,1,370,-0.2,Weekday,Night,8,0.01,52.86,Intent Link,False,0.52,1,4.0,0
TXN00047,user_100,2026-02-27 15:03:26.501721,684,QR,P2P,Mobile Recharge,Paytm,Tamil Nadu,Desktop,True,9,12,484,0.41,Weekday,Afternoon,7,0.08,829.71,QR,False,0.41,3,1.75,0
TXN00048,user_19,2026-02-26 20:14:26.501737,708,Intent Link,P2M,Medical & Pharmacy,GPay,West Bengal,Mobile,True,5,2,482,0.47,Weekday,Evening,6,0.01,137.71,UPI_ID,True,0.77,3,1.5,0
TXN00049,user_56,2026-03-08 19:38:26.501754,556,Phone Number,P2M,Online Shopping,Paytm,Karnataka,Mobile,True,9,2,466,0.19,Weekend,Evening,1,0.02,133.14,Phone Number,False,0.74,0,1.0,0
TXN00050,user_24,2026-03-07 11:18:26.501771,810,QR,Self Transfer,Fuel,BHIM,Delhi,Mobile,False,5,10,723,0.12,Weekend,Morning,4,0.08,1032.86,QR,False,0.48,3,1.0,0
TXN00051,user_57,2026-02-10 04:46:26.501787,539,Phone Number,P2M,Medical & Pharmacy,GPay,Maharashtra,Desktop,False,10,5,583,-0.08,Weekday,Night,5,0.08,416.43,Phone Number,False,0.75,3,1.25,0
TXN00052,user_3,2026-02-13 18:58:26.501802,280,Phone Number,P2P,Online Shopping,PhonePe,Maharashtra,Desktop,True,2,5,205,0.37,Weekday,Evening,1,0.03,146.43,Phone Number,False,0.72,3,0.25,0
TXN00053,user_40,2026-02-15 02:21:26.501822,265,Intent Link,P2P,Online Shopping,Paytm,Maharashtra,Desktop,False,5,10,419,-0.37,Weekend,Night,5,0.08,598.57,Intent Link,False,0.57,2,1.67,0
TXN00054,user_15,2026-02-26 14:14:26.501839,877,UPI_ID,P2P,Fuel,GPay,Karnataka,Desktop,False,10,4,716,0.22,Weekday,Afternoon,7,0.05,409.14,UPI_ID,False,0.72,2,2.33,0
TXN00055,user_48,2026-03-08 19:09:26.501856,298,UPI_ID,P2M,Fuel,BHIM,Tamil Nadu,Mobile,True,1,8,215,0.39,Weekend,Evening,6,0.12,245.71,UPI_ID,False,0.65,1,3.0,0
TXN00056,user_13,2026-03-04 23:15:26.501885,552,Intent Link,P2M,Transportation,Paytm,Tamil Nadu,Desktop,True,8,7,472,0.17,Weekday,Night,7,0.08,472.0,Intent Link,False,0.52,1,3.5,0
TXN00057,user_47,2026-03-08 19:00:26.501915,848,Phone Number,P2P,Medical & Pharmacy,GPay,Maharashtra,Mobile,True,6,9,741,0.14,Weekend,Evening,1,0.15,952.71,Phone Number,False,0.46,3,0.25,0
TXN00058,user_73,2026-03-06 13:30:26.501933,232,QR,Self Transfer,Grocery,Paytm,Maharashtra,Mobile,False,3,9,324,-0.28,Weekday,Afternoon,4,0.23,416.57,QR,False,0.83,2,1.33,0
TXN00059,user_17,2026-03-12 04:33:26.501951,285,QR,Self Transfer,Food & Restaurants,GPay,Karnataka,Desktop,False,9,4,553,-0.48,Weekday,Night,5,0.04,316.0,QR,False,0.63,0,5.0,0
TXN00060,user_29,2026-02-09 21:21:26.501967,916,UPI_ID,P2M,Transportation,BHIM,Tamil Nadu,Desktop,False,2,12,670,0.37,Weekday,Night,5,0.08,1148.57,UPI_ID,False,0.56,3,1.25,0
TXN00061,user_19,2026-03-10 12:06:26.501983,608,Phone Number,Self Transfer,Transportation,GPay,Tamil Nadu,Mobile,False,8,10,580,0.05,Weekday,Afternoon,6,0.07,828.57,Phone Number,False,0.61,3,1.5,0
TXN00062,user_59,2026-02-28 02:37:26.502000,315,QR,P2M,Food & Restaurants,GPay,Tamil Nadu,Mobile,False,2,2,388,-0.19,Weekend,Night,5,0.02,110.86,QR,False,0.59,2,1.67,0
TXN00063,user_17,2026-02-23 14:46:26.502016,628,UPI_ID,P2M,Fuel,Paytm,Tamil Nadu,Mobile,True,8,9,537,0.17,Weekday,Afternoon,7,0.16,690.43,Intent Link,True,0.45,2,2.33,0
TXN00064,user_72,2026-03-01 12:35:26.502045,711,UPI_ID,Self Transfer,Fuel,Paytm,Delhi,Mobile,True,3,5,544,0.31,Weekend,Afternoon,1,0.05,388.57,UPI_ID,False,0.6,2,0.33,0
TXN00065,user_19,2026-02-16 20:22:26.502068,463,Phone Number,P2M,Online Shopping,GPay,Tamil Nadu,Mobile,True,10,2,648,-0.29,Weekday,Evening,7,0.06,185.14,Phone Number,False,0.44,3,1.75,0
TXN00066,user_57,2026-02-19 02:52:26.502092,360,Intent Link,Self Transfer,Medical & Pharmacy,Paytm,Tamil Nadu,Mobile,False,10,10,465,-0.23,Weekday,Night,2,0.31,664.29,Intent Link,False,0.5,2,0.67,0
TXN00067,user_28,2026-02-16 11:35:26.502109,232,QR,Self Transfer,Bills & Utilities,Paytm,Tamil Nadu,Desktop,True,7,5,374,-0.38,Weekday,Morning,8,0.19,267.14,QR,False,0.86,3,2.0,0
TXN00068,user_41,2026-02-22 02:47:26.502134,574,QR,Self Transfer,Medical & Pharmacy,Paytm,Tamil Nadu,Desktop,True,4,7,626,-0.08,Weekend,Night,2,0.08,626.0,UPI_ID,True,0.6,3,0.5,0
TXN00069,user_11,2026-02-28 06:36:26.502153,426,Phone Number,P2M,Mobile Recharge,PhonePe,Tamil Nadu,Mobile,False,4,6,333,0.28,Weekend,Morning,2,0.12,285.43,QR,True,0.48,0,2.0,0
TXN00070,user_98,2026-02-20 14:12:26.502173,622,Phone Number,P2P,Medical & Pharmacy,BHIM,Delhi,Desktop,True,6,11,496,0.25,Weekday,Afternoon,8,0.11,779.43,Phone Number,False,0.56,2,2.67,0
TXN00071,user_58,2026-03-11 15:00:26.502241,336,Intent Link,Self Transfer,Grocery,BHIM,West Bengal,Mobile,False,10,5,246,0.37,Weekday,Afternoon,2,0.05,175.71,Intent Link,False,0.48,3,0.5,0
TXN00072,user_8,2026-02-26 12:32:26.502266,461,QR,P2M,Mobile Recharge,Paytm,Delhi,Desktop,False,7,6,789,-0.42,Weekday,Afternoon,3,0.04,676.29,QR,False,0.74,0,3.0,0
TXN00073,user_7,2026-02-14 19:42:26.502287,143,Phone Number,Self Transfer,Mobile Recharge,Paytm,Tamil Nadu,Mobile,False,5,6,240,-0.4,Weekend,Evening,7,0.04,205.71,Phone Number,False,0.75,2,2.33,0
TXN00074,user_51,2026-03-07 20:38:26.502308,338,UPI_ID,P2M,Online Shopping,GPay,Delhi,Desktop,True,4,2,386,-0.12,Weekend,Evening,6,0.03,110.29,UPI_ID,False,0.78,1,3.0,0
TXN00075,user_25,2026-02-10 12:21:26.671659,486,QR,P2P,Mobile Recharge,PhonePe,West Bengal,Mobile,False,1,2,377,0.29,Weekday,Afternoon,1,0.02,107.71,QR,False,0.74,2,0.33,1
TXN00076,user_31,2026-02-25 21:05:26.502346,492,QR,P2M,Medical & Pharmacy,BHIM,Delhi,Desktop,False,3,12,670,-0.27,Weekday,Night,4,0.08,1148.57,Intent Link,True,0.8,2,1.33,0
TXN00077,user_18,2026-02-13 08:20:26.502380,425,Phone Number,P2P,Fuel,BHIM,West Bengal,Mobile,False,2,11,488,-0.13,Weekday,Morning,2,0.07,766.86,Phone Number,False,0.51,0,2.0,0
TXN00078,user_58,2026-02-12 04:24:26.502416,403,Phone Number,P2P,Grocery,Paytm,Tamil Nadu,Desktop,True,3,1,449,-0.1,Weekday,Night,6,0.03,64.14,Intent Link,True,0.86,1,3.0,0
TXN00079,user_61,2026-02-18 11:35:26.502439,536,Phone Number,P2P,Transportation,GPay,Delhi,Mobile,False,2,12,481,0.11,Weekday,Morning,2,0.39,824.57,Phone Number,False,0.61,0,2.0,0
TXN00080,user_80,2026-02-26 14:16:26.502466,288,Phone Number,Self Transfer,Online Shopping,PhonePe,West Bengal,Desktop,True,2,8,558,-0.48,Weekday,Afternoon,4,0.08,637.71,Phone Number,False,0.58,1,2.0,0
TXN00081,user_68,2026-02-22 23:33:26.502496,474,Phone Number,Self Transfer,Grocery,Paytm,Tamil Nadu,Desktop,True,2,9,532,-0.11,Weekend,Night,8,0.07,684.0,Intent Link,True,0.77,0,8.0,0
TXN00082,user_43,2026-03-08 15:01:26.502520,461,UPI_ID,Self Transfer,Medical & Pharmacy,GPay,Delhi,Mobile,True,4,9,403,0.14,Weekend,Afternoon,8,0.06,518.14,QR,True,0.56,3,2.0,0
TXN00083,user_40,2026-02-24 03:31:26.502543,260,UPI_ID,Self Transfer,Online Shopping,Paytm,Tamil Nadu,Desktop,False,7,9,484,-0.46,Weekday,Night,4,0.07,622.29,Phone Number,True,0.85,2,1.33,0
TXN00084,user_50,2026-03-02 10:52:26.502565,711,Intent Link,Self Transfer,Mobile Recharge,Paytm,Delhi,Mobile,True,6,12,499,0.42,Weekday,Morning,5,0.1,855.43,Intent Link,False,0.55,0,5.0,0
TXN00085,user_78,2026-02-18 03:13:26.502591,441,Phone Number,P2P,Food & Restaurants,BHIM,Delhi,Mobile,True,3,12,466,-0.05,Weekday,Night,6,0.08,798.86,Phone Number,False,0.74,3,1.5,0
TXN00086,user_57,2026-03-11 12:19:26.502619,578,QR,P2M,Online Shopping,BHIM,Tamil Nadu,Mobile,False,7,4,667,-0.13,Weekday,Afternoon,7,0.06,381.14,QR,False,0.54,0,7.0,0
TXN00087,user_15,2026-03-11 17:12:26.502648,722,Phone Number,P2P,Fuel,BHIM,Maharashtra,Mobile,True,2,8,511,0.41,Weekday,Evening,2,0.09,584.0,Phone Number,False,0.85,2,0.67,0
TXN00088,user_57,2026-03-09 18:29:26.502673,727,QR,Self Transfer,Mobile Recharge,Paytm,West Bengal,Mobile,True,4,6,601,0.21,Weekday,Evening,5,0.04,515.14,QR,False,0.52,2,1.67,0
TXN00089,user_64,2026-03-12 04:48:26.502703,549,UPI_ID,Self Transfer,Medical & Pharmacy,BHIM,Karnataka,Mobile,True,6,10,421,0.3,Weekday,Night,3,0.09,601.43,UPI_ID,False,0.62,0,3.0,0
TXN00090,user_88,2026-02-24 05:15:26.502731,398,QR,P2M,Mobile Recharge,PhonePe,Delhi,Mobile,False,9,9,584,-0.32,Weekday,Night,3,0.06,750.86,UPI_ID,True,0.82,3,0.75,0
TXN00091,user_33,2026-03-05 19:48:26.502751,221,QR,Self Transfer,Online Shopping,GPay,Tamil Nadu,Mobile,True,10,5,275,-0.2,Weekday,Evening,2,0.08,196.43,QR,False,0.51,1,1.0,0
TXN00092,user_74,2026-02-26 20:43:26.502773,562,Intent Link,Self Transfer,Transportation,Paytm,Karnataka,Mobile,True,3,1,499,0.13,Weekday,Evening,5,0.01,71.29,Intent Link,False,0.64,2,1.67,0
TXN00093,user_27,2026-03-01 21:14:26.502793,587,QR,Self Transfer,Food & Restaurants,Paytm,Maharashtra,Desktop,True,5,6,717,-0.18,Weekend,Night,6,0.07,614.57,QR,False,0.47,3,1.5,0
TXN00094,user_7,2026-02-20 13:23:26.651459,660,Phone Number,P2P,Medical & Pharmacy,BHIM,Karnataka,Desktop,False,1,10,451,0.46,Weekday,Afternoon,3,0.27,644.29,Phone Number,False,0.6,2,1.0,1
TXN00095,user_59,2026-02-10 09:10:26.502828,227,Phone Number,P2P,Transportation,PhonePe,Delhi,Desktop,False,6,10,412,-0.45,Weekday,Morning,8,0.33,588.57,Phone Number,False,0.43,3,2.0,0
TXN00096,user_72,2026-03-06 04:48:26.502843,245,Intent Link,P2M,Online Shopping,Paytm,Maharashtra,Mobile,False,9,5,244,0.0,Weekday,Night,5,0.17,174.29,QR,True,0.42,0,5.0,0
TXN00097,user_92,2026-03-02 00:50:26.502868,403,Phone Number,Self Transfer,Fuel,Paytm,West Bengal,Desktop,False,8,8,289,0.39,Weekday,Night,3,0.06,330.29,Phone Number,False,0.58,2,1.0,0
TXN00098,user_87,2026-03-09 02:46:26.502901,831,QR,Self Transfer,Grocery,BHIM,Maharashtra,Desktop,True,4,5,678,0.23,Weekday,Night,1,0.18,484.29,Phone Number,True,0.87,3,0.25,0
TXN00099,user_15,2026-03-06 15:55:26.502924,412,UPI_ID,Self Transfer,Mobile Recharge,PhonePe,West Bengal,Desktop,False,9,6,451,-0.09,Weekday,Afternoon,4,0.08,386.57,Intent Link,True,0.88,3,1.0,0
TXN00100,user_59,2026-02-10 23:02:26.502945,525,Phone Number,Self Transfer,Fuel,PhonePe,Delhi,Desktop,True,8,9,413,0.27,Weekday,Night,5,0.13,531.0,QR,True,0.57,3,1.25,0
TXN00101,user_93,2026-03-04 07:16:26.502969,533,QR,P2M,Food & Restaurants,Paytm,Karnataka,Desktop,False,4,10,606,-0.12,Weekday,Morning,7,0.19,865.71,QR,False,0.67,2,2.33,0
TXN00102,user_72,2026-02-18 08:15:26.502992,618,QR,P2P,Food & Restaurants,BHIM,Delhi,Desktop,True,3,2,569,0.09,Weekday,Morning,4,0.08,162.57,QR,False,0.68,0,4.0,0
TXN00103,user_21,2026-02-26 19:24:26.503013,340,Phone Number,P2P,Bills & Utilities,GPay,Maharashtra,Desktop,True,1,8,486,-0.3,Weekday,Evening,5,0.05,555.43,Phone Number,False,0.6,2,1.67,0
TXN00104,user_64,2026-03-06 16:28:26.503035,370,Phone Number,Self Transfer,Medical & Pharmacy,PhonePe,West Bengal,Desktop,False,4,5,726,-0.49,Weekday,Afternoon,2,0.04,518.57,Phone Number,False,0.57,2,0.67,0
TXN00105,user_94,2026-02-25 20:07:26.503056,386,QR,Self Transfer,Transportation,BHIM,West Bengal,Desktop,True,7,12,312,0.24,Weekday,Evening,5,0.1,534.86,QR,False,0.49,1,2.5,0
TXN00106,user_18,2026-02-25 05:24:26.503075,180,Phone Number,Self Transfer,Grocery,Paytm,Delhi,Mobile,True,2,4,204,-0.12,Weekday,Night,8,0.04,116.57,Phone Number,False,0.48,2,2.67,0
TXN00107,user_88,2026-02-23 17:34:26.503099,699,QR,P2P,Medical & Pharmacy,PhonePe,Karnataka,Desktop,False,9,5,614,0.14,Weekday,Evening,5,0.03,438.57,QR,False,0.78,2,1.67,0
TXN00108,user_86,2026-02-14 09:35:26.503121,666,Phone Number,Self Transfer,Food & Restaurants,GPay,West Bengal,Mobile,True,3,4,608,0.1,Weekend,Morning,2,0.06,347.43,Phone Number,False,0.66,3,0.5,0
TXN00109,user_15,2026-02-19 09:38:26.503143,690,Intent Link,P2M,Medical & Pharmacy,GPay,West Bengal,Desktop,False,1,10,493,0.4,Weekday,Morning,8,0.12,704.29,Intent Link,False,0.81,0,8.0,0
TXN00110,user_96,2026-03-05 22:19:26.503166,545,Intent Link,P2M,Mobile Recharge,PhonePe,Karnataka,Desktop,False,8,1,454,0.2,Weekday,Night,1,0.01,64.86,Intent Link,False,0.85,0,1.0,0
TXN00111,user_49,2026-03-09 18:41:26.503189,381,Intent Link,Self Transfer,Bills & Utilities,GPay,Tamil Nadu,Desktop,False,9,9,280,0.36,Weekday,Evening,2,0.11,360.0,Intent Link,False,0.59,1,1.0,0
TXN00112,user_30,2026-03-05 02:01:26.503213,525,Intent Link,P2P,Bills & Utilities,PhonePe,Tamil Nadu,Mobile,True,8,3,365,0.44,Weekday,Night,2,0.03,156.43,Intent Link,False,0.75,0,2.0,0
TXN00113,user_7,2026-03-04 17:21:26.503237,481,Phone Number,Self Transfer,Online Shopping,Paytm,Maharashtra,Desktop,True,9,7,463,0.04,Weekday,Evening,1,0.13,463.0,Phone Number,False,0.55,1,0.5,0
TXN00114,user_8,2026-02-22 21:27:26.503258,841,Intent Link,Self Transfer,Online Shopping,BHIM,Karnataka,Mobile,False,7,12,747,0.13,Weekend,Night,7,0.24,1280.57,UPI_ID,True,0.67,3,1.75,0
TXN00115,user_31,2026-02-13 09:04:26.503284,276,Intent Link,P2P,Transportation,PhonePe,Delhi,Mobile,False,0,23,287,-0.04,Weekday,Morning,1,4.76,492.0,Intent Link,False,0.82,8,0.25,1
TXN00116,user_12,2026-02-22 16:30:26.503310,203,QR,P2M,Bills & Utilities,Paytm,Delhi,Mobile,True,4,4,231,-0.12,Weekend,Afternoon,1,0.02,132.0,QR,False,0.46,0,1.0,0
TXN00117,user_97,2026-02-25 08:39:26.503332,558,Phone Number,Self Transfer,Online Shopping,Paytm,Delhi,Desktop,False,8,10,622,-0.1,Weekday,Morning,4,0.26,888.57,Phone Number,False,0.89,2,1.33,0
TXN00118,user_61,2026-02-16 05:25:26.503353,386,UPI_ID,Self Transfer,Transportation,Paytm,Maharashtra,Mobile,False,4,4,422,-0.09,Weekday,Night,4,0.05,241.14,UPI_ID,False,0.82,1,2.0,0
